word,doc01.txt,doc02.txt,doc03.txt,doc04.txt,doc05.txt,doc06.txt,doc07.txt,doc08.txt,doc09.txt,doc10.txt,doc11.txt,doc12.txt,doc13.txt,doc14.txt,doc15.txt,doc16.txt,doc17.txt,doc18.txt,doc19.txt,doc20.txt
body,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turn,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cold,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
why,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
first,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
place,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elliot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brilliant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
introverted,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
young,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
programmer,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
works,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
as,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0
cybersecurity,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
engineer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
vigilante,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hacker,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
night,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
also,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
happens,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suffering,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1
strange,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
condition,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
similar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schizophrenia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
which,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
futilely,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tries,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keep,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
control,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regularly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
both,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
legal,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
illegal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drugs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
visiting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
his,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
therapist,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feisty,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woman,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
named,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
darlene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
secretive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
middleaged,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calling,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
himself,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
claims,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mysterious,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
leader,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
an,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
underground,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hacking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fsociety,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offer,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
take,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vigilantism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
next,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
level,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
help,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
down,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ecorp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corrupt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multinational,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
financial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
company,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
likes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
call,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
evil,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finds,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crossroads,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
has,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
personal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reasons,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wanting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reveals,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
already,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
one,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0
ally,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
highly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dangerous,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shadowy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
only,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
dark,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
army,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meanwhile,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elliot's,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
childhood,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
angela,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blames,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
death,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parents,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legally,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joining,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ranks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dig,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evidence,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corruption,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inside,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
wild,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
card,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scheme,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
becomes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyrell,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wellick,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unhinged,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychopathic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yuppie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
originally,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scandinavia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
unusual,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relationship,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dominant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ambitious,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wife,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joanna,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
after,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
many,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
twists,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turns,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robot's,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finally,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
catastrophic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unintended,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
results,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
end,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beginning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
story,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
linus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
torvalds,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
used,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
revision,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kernel,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
contributors,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patches,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usenet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
later,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mailing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
apply,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
source,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
tree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eventually,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
release,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whole,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
division,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
between,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
any,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
way,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
examine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
history,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
process,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
giant,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diff,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
two,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
releases,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
because,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
there,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
opensource,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
systems,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
available,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cvs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
had,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
been,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
around,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1980s,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
popular,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
system,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
its,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
core,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submit,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
central,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
repository,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
going,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
into,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
complaints,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
about,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
tracked,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
changes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perfile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
basis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
didn't,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recognize,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
larger,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patch,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
single,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
interpret,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
past,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contributions,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
developers,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
hardtofix,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bugs,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
race,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conditions,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
conflicting,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submitted,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
same,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
time,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
partly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voiced,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
others,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
become,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
clear,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subversion,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
project,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
emerged,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000s,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
specific,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
goal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
addressing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misfeatures,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linux,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
unhappy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lack,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
proper,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
always,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
certain,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
amount,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
community,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pressure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
choose,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
something,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
options,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
did,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
everyone's,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shock,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dismay,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chose,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bitkeeper,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
closedsource,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
commercial,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
developed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bitmover,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
larry,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcvoy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
important,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
person,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discovered,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
techniques,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
development,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eluded,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imitated,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
projects,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
decades,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
come,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
right,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
present,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinking,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
betray,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
open,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0
those,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
started,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
using,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
cohen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pursued,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
career,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
during,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1950s,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
early,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1960s,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
launch,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
until,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
age,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
album,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
songs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leonard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
followed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
three,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
albums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
folk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
room,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceremony,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
record,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ladies',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cowritten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
produced,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phil,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spector,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
away,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cohen's,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
previous,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minimalist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sound,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
returned,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
traditional,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
recent,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
blended,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
